living place,home idenitfier,geographic area,geographic region,correlative,self represented municipalities,strata,municipality idenitfier,self-reporesented municipality,northzone,department code,municipality code,canton code,monthly per capita
Vivienda en muestra,272822.0,Rural,5.0,5757.0,9.0,6090.0,Nejapa,1.0,0.0,San Salvador,9.0,8.0,126.25
Vivienda extra,274581.0,Rural,5.0,5757.0,9.0,6090.0,Nejapa,1.0,0.0,San Salvador,9.0,8.0,72.5
Vivienda en muestra,273292.0,Rural,5.0,5757.0,9.0,6090.0,Nejapa,1.0,0.0,San Salvador,9.0,8.0,95.25
Vivienda en muestra,274178.0,Rural,5.0,5757.0,9.0,6090.0,Nejapa,1.0,0.0,San Salvador,9.0,8.0,36.98
Vivienda en muestra,274007.0,Rural,5.0,5757.0,9.0,6090.0,Nejapa,1.0,0.0,San Salvador,9.0,8.0,200.0
Vivienda en muestra,273151.0,Rural,5.0,5757.0,9.0,6090.0,Nejapa,1.0,0.0,San Salvador,9.0,8.0,73.33
Vivienda en muestra,262172.0,Urbano,5.0,5853.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,240.36
Vivienda en muestra,262515.0,Urbano,5.0,5853.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,41.5
Vivienda en muestra,262421.0,Urbano,5.0,5853.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,469.79
Vivienda en muestra,262471.0,Urbano,5.0,5853.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,168.0
Vivienda en muestra,260991.0,Urbano,5.0,5853.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,377.4
Vivienda en muestra,261178.0,Urbano,5.0,5853.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,205.0
Vivienda en muestra,261092.0,Urbano,5.0,5853.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,325.83
Vivienda en muestra,261566.0,Urbano,5.0,5853.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,333.34
Vivienda en muestra,262387.0,Urbano,5.0,5853.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,160.25
Vivienda en muestra,251956.0,Urbano,5.0,5856.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,92.08
Vivienda en muestra,253210.0,Urbano,5.0,5856.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,325.0
Vivienda en muestra,253081.0,Urbano,5.0,5856.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,181.67
Vivienda en muestra,253481.0,Urbano,5.0,5856.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,128.33
Vivienda en muestra,253036.0,Urbano,5.0,5856.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,169.0
Vivienda en muestra,252763.0,Urbano,5.0,5856.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,194.17
Vivienda en muestra,252654.0,Urbano,5.0,5856.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,84.0
Vivienda en muestra,253439.0,Urbano,5.0,5856.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,93.33
Vivienda en muestra,252309.0,Urbano,5.0,5856.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,350.0
Vivienda en muestra,252211.0,Urbano,5.0,5856.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,26.0
Vivienda en muestra,252808.0,Urbano,5.0,5856.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,550.0
Vivienda en muestra,264461.0,Urbano,5.0,5863.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,400.0
Vivienda en muestra,263208.0,Urbano,5.0,5863.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,154.17
Vivienda en muestra,262832.0,Urbano,5.0,5863.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,302.5
Vivienda extra,268653.0,Urbano,5.0,5863.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,65.0
Vivienda extra,268654.0,Urbano,5.0,5863.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,96.0
Vivienda en muestra,264128.0,Urbano,5.0,5863.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,94.89
Vivienda en muestra,263406.0,Urbano,5.0,5863.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,274.93
Vivienda en muestra,263627.0,Urbano,5.0,5863.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,253.33
Vivienda en muestra,263454.0,Urbano,5.0,5863.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,353.92
Vivienda en muestra,254621.0,Urbano,5.0,5867.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,242.5
Vivienda en muestra,254099.0,Urbano,5.0,5867.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,229.4
Vivienda en muestra,253805.0,Urbano,5.0,5867.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,108.33
Vivienda extra,262775.0,Urbano,5.0,5867.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,145.83
Vivienda en muestra,253700.0,Urbano,5.0,5867.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,292.67
Vivienda en muestra,253981.0,Urbano,5.0,5867.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,163.13
Vivienda en muestra,253697.0,Urbano,5.0,5867.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,211.67
Vivienda en muestra,254714.0,Urbano,5.0,5867.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,214.0
Vivienda en muestra,254223.0,Urbano,5.0,5867.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,281.25
Vivienda en muestra,253732.0,Urbano,5.0,5867.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,250.0
Vivienda en muestra,254530.0,Urbano,5.0,5867.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,100.0
Vivienda extra,262751.0,Urbano,5.0,5869.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,51.43
Vivienda en muestra,253919.0,Urbano,5.0,5869.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,171.4
Vivienda en muestra,254350.0,Urbano,5.0,5869.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,259.25
Vivienda en muestra,255327.0,Urbano,5.0,5869.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,298.5
Vivienda en muestra,255017.0,Urbano,5.0,5869.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,268.75
Vivienda en muestra,255090.0,Urbano,5.0,5869.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,131.67
Vivienda en muestra,254618.0,Urbano,5.0,5869.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,137.43
Vivienda en muestra,253927.0,Urbano,5.0,5869.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,412.5
Vivienda en muestra,254927.0,Urbano,5.0,5869.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,141.67
Vivienda en muestra,255362.0,Urbano,5.0,5869.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,169.0
Vivienda extra,262752.0,Urbano,5.0,5869.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,294.17
Vivienda en muestra,254453.0,Urbano,5.0,5869.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,263.54
Vivienda en muestra,253597.0,Urbano,5.0,5869.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,278.0
Vivienda en muestra,254475.0,Urbano,5.0,5869.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,812.5
Vivienda en muestra,254154.0,Urbano,5.0,5869.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,140.0
Vivienda en muestra,262753.0,Urbano,5.0,5869.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,390.5
Vivienda en muestra,262998.0,Urbano,5.0,5879.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,471.88
Vivienda en muestra,262896.0,Urbano,5.0,5879.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,166.67
Vivienda en muestra,263660.0,Urbano,5.0,5879.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,405.25
Vivienda en muestra,264254.0,Urbano,5.0,5879.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,251.67
Vivienda en muestra,264327.0,Urbano,5.0,5879.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,164.27
Vivienda en muestra,263170.0,Urbano,5.0,5879.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,282.0
Vivienda en muestra,263712.0,Urbano,5.0,5879.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,134.0
Vivienda en muestra,256137.0,Urbano,5.0,5881.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,282.09
Vivienda en muestra,256751.0,Urbano,5.0,5881.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,225.0
Vivienda en muestra,255731.0,Urbano,5.0,5881.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,627.71
Vivienda en muestra,255815.0,Urbano,5.0,5881.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,104.67
Vivienda en muestra,256977.0,Urbano,5.0,5881.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,737.5
Vivienda en muestra,255735.0,Urbano,5.0,5881.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,454.17
Vivienda en muestra,256706.0,Urbano,5.0,5881.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,584.17
Vivienda en muestra,256475.0,Urbano,5.0,5881.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,175.0
Vivienda en muestra,256538.0,Urbano,5.0,5881.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,257.29
Vivienda en muestra,256231.0,Urbano,5.0,5881.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,130.0
Vivienda en muestra,257039.0,Urbano,5.0,5881.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,223.75
Vivienda en muestra,255471.0,Urbano,5.0,5881.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,126.25
Vivienda en muestra,253232.0,Urbano,5.0,5884.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,100.0
Vivienda en muestra,252671.0,Urbano,5.0,5884.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,250.0
Vivienda en muestra,252215.0,Urbano,5.0,5884.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,147.22
Vivienda en muestra,253183.0,Urbano,5.0,5884.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,287.5
Vivienda en muestra,252414.0,Urbano,5.0,5884.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,387.62
Vivienda en muestra,251953.0,Urbano,5.0,5884.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,97.64
Vivienda en muestra,256794.0,Urbano,5.0,5885.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,212.71
Vivienda en muestra,255786.0,Urbano,5.0,5885.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,175.0
Vivienda en muestra,256181.0,Urbano,5.0,5885.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,666.67
Vivienda en muestra,255677.0,Urbano,5.0,5885.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,60.0
Vivienda en muestra,255970.0,Urbano,5.0,5885.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,200.0
Vivienda en muestra,257034.0,Urbano,5.0,5885.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,358.75
Vivienda en muestra,256705.0,Urbano,5.0,5885.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,464.03
Vivienda en muestra,256631.0,Urbano,5.0,5885.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,313.89
Vivienda en muestra,256683.0,Urbano,5.0,5885.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,175.0
Vivienda en muestra,258234.0,Urbano,5.0,5892.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,177.92
Vivienda en muestra,257929.0,Urbano,5.0,5892.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,110.21
Vivienda en muestra,257867.0,Urbano,5.0,5892.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,181.63
Vivienda en muestra,258640.0,Urbano,5.0,5892.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,65.0
Vivienda en muestra,257607.0,Urbano,5.0,5892.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,122.5
Vivienda en muestra,258594.0,Urbano,5.0,5892.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,298.34
Vivienda en muestra,258595.0,Urbano,5.0,5892.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,672.25
Vivienda en muestra,257768.0,Urbano,5.0,5892.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,170.92
Vivienda en muestra,258632.0,Urbano,5.0,5892.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,37.5
Vivienda en muestra,257971.0,Urbano,5.0,5892.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,196.88
Vivienda en muestra,258197.0,Urbano,5.0,5892.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,111.46
Vivienda en muestra,265802.0,Urbano,5.0,5898.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,125.0
Vivienda extra,266352.0,Urbano,5.0,5898.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,124.17
Vivienda en muestra,266112.0,Urbano,5.0,5898.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,128.88
Vivienda en muestra,265259.0,Urbano,5.0,5898.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,300.17
Vivienda en muestra,265676.0,Urbano,5.0,5898.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,197.0
Vivienda en muestra,265554.0,Urbano,5.0,5898.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,130.0
Vivienda en muestra,265441.0,Urbano,5.0,5898.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,455.83
Vivienda en muestra,264901.0,Urbano,5.0,5898.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,218.33
Vivienda en muestra,265233.0,Urbano,5.0,5898.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,96.67
Vivienda en muestra,265298.0,Urbano,5.0,5898.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,319.17
Vivienda en muestra,265951.0,Urbano,5.0,5898.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,209.59
Vivienda en muestra,266345.0,Urbano,5.0,5898.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,143.06
Vivienda en muestra,258813.0,Urbano,5.0,5899.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,182.81
Vivienda en muestra,258154.0,Urbano,5.0,5899.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,408.33
Vivienda en muestra,258935.0,Urbano,5.0,5899.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,572.5
Vivienda en muestra,257954.0,Urbano,5.0,5899.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,245.83
Vivienda en muestra,258384.0,Urbano,5.0,5899.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,356.25
Vivienda en muestra,258528.0,Urbano,5.0,5899.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,148.33
Vivienda en muestra,257305.0,Urbano,5.0,5899.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,675.0
Vivienda en muestra,258104.0,Urbano,5.0,5899.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,328.0
Vivienda en muestra,257434.0,Urbano,5.0,5899.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,304.25
Vivienda en muestra,257841.0,Urbano,5.0,5899.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,308.33
Vivienda en muestra,264777.0,Urbano,5.0,5905.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,348.75
Vivienda en muestra,264668.0,Urbano,5.0,5905.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,537.5
Vivienda en muestra,265801.0,Urbano,5.0,5905.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,95.73
Vivienda en muestra,265108.0,Urbano,5.0,5905.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,228.33
Vivienda en muestra,265171.0,Urbano,5.0,5905.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,246.39
Vivienda en muestra,264884.0,Urbano,5.0,5905.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,132.5
Vivienda en muestra,266039.0,Urbano,5.0,5905.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,72.33
Vivienda en muestra,265552.0,Urbano,5.0,5905.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,113.75
Vivienda en muestra,265492.0,Urbano,5.0,5905.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,200.0
Vivienda en muestra,266196.0,Urbano,5.0,5905.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,196.31
Vivienda en muestra,266687.0,Urbano,5.0,5906.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,443.75
Vivienda en muestra,266608.0,Urbano,5.0,5906.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,260.0
Vivienda en muestra,267012.0,Urbano,5.0,5906.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,130.0
Vivienda en muestra,267367.0,Urbano,5.0,5906.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,516.63
Vivienda en muestra,266555.0,Urbano,5.0,5906.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,248.75
Vivienda en muestra,260652.0,Urbano,5.0,5908.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,221.0
Vivienda en muestra,259396.0,Urbano,5.0,5908.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,325.0
Vivienda en muestra,260829.0,Urbano,5.0,5908.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,270.84
Vivienda en muestra,260579.0,Urbano,5.0,5908.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,69.0
Vivienda en muestra,260517.0,Urbano,5.0,5908.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,130.0
Vivienda en muestra,259240.0,Urbano,5.0,5908.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,37.92
Vivienda en muestra,260135.0,Urbano,5.0,5908.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,100.0
Vivienda en muestra,260008.0,Urbano,5.0,5908.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,202.4
Vivienda en muestra,259371.0,Urbano,5.0,5909.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,227.6
Vivienda en muestra,259906.0,Urbano,5.0,5909.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,182.78
Vivienda en muestra,260728.0,Urbano,5.0,5909.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,219.0
Vivienda en muestra,260830.0,Urbano,5.0,5909.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,230.56
Vivienda en muestra,260459.0,Urbano,5.0,5909.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,464.27
Vivienda en muestra,260321.0,Urbano,5.0,5909.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,160.83
Vivienda en muestra,259514.0,Urbano,5.0,5909.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,111.95
Vivienda en muestra,260044.0,Urbano,5.0,5909.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,100.0
Vivienda en muestra,259957.0,Urbano,5.0,5909.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,106.25
Vivienda en muestra,259594.0,Urbano,5.0,5909.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,169.28
Vivienda en muestra,260188.0,Urbano,5.0,5909.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,60.0
Vivienda en muestra,260110.0,Urbano,5.0,5909.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,244.0
Vivienda en muestra,262253.0,Urbano,5.0,5913.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,220.3
Vivienda en muestra,261063.0,Urbano,5.0,5913.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,155.0
Vivienda en muestra,261848.0,Urbano,5.0,5913.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,81.0
Vivienda en muestra,262092.0,Urbano,5.0,5913.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,552.08
Vivienda en muestra,261232.0,Urbano,5.0,5913.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,303.34
Vivienda en muestra,262216.0,Urbano,5.0,5913.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,126.25
Vivienda en muestra,262219.0,Urbano,5.0,5913.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,121.25
Vivienda en muestra,262289.0,Urbano,5.0,5913.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,256.89
Vivienda en muestra,261212.0,Urbano,5.0,5913.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,143.58
Vivienda en muestra,262481.0,Urbano,5.0,5913.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,109.72
Vivienda en muestra,268466.0,Urbano,5.0,5913.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,151.84
Vivienda en muestra,266621.0,Urbano,5.0,5914.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,25.0
Vivienda en muestra,267767.0,Urbano,5.0,5914.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,100.0
Vivienda en muestra,267631.0,Urbano,5.0,5914.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,302.9
Vivienda en muestra,268114.0,Urbano,5.0,5914.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,350.0
Vivienda en muestra,266889.0,Urbano,5.0,5914.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,208.34
Vivienda en muestra,268285.0,Urbano,5.0,5914.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,0.0,189.03
Vivienda en muestra,271043.0,Urbano,5.0,5928.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,3.0,252.78
Vivienda en muestra,270907.0,Urbano,5.0,5928.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,3.0,310.0
Vivienda en muestra,272313.0,Urbano,5.0,5928.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,3.0,244.17
Vivienda extra,272430.0,Urbano,5.0,5928.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,3.0,128.85
Vivienda extra,272432.0,Urbano,5.0,5928.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,3.0,502.5
Vivienda extra,272431.0,Urbano,5.0,5928.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,3.0,167.5
Vivienda en muestra,271486.0,Urbano,5.0,5928.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,3.0,200.0
Vivienda en muestra,271967.0,Urbano,5.0,5928.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,3.0,150.0
Vivienda en muestra,271103.0,Urbano,5.0,5928.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,3.0,120.0
Vivienda extra,272433.0,Urbano,5.0,5928.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,3.0,372.5
Vivienda en muestra,271837.0,Urbano,5.0,5928.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,3.0,287.5
Vivienda en muestra,272367.0,Urbano,5.0,5928.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,3.0,70.0
Vivienda en muestra,270925.0,Urbano,5.0,5928.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,3.0,625.0
Vivienda en muestra,270976.0,Urbano,5.0,5928.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,3.0,70.33
Vivienda en muestra,272390.0,Urbano,5.0,5928.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,3.0,140.28
Vivienda en muestra,271229.0,Urbano,5.0,5928.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,3.0,372.81
Vivienda en muestra,271451.0,Urbano,5.0,5928.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,3.0,311.11
Vivienda en muestra,271962.0,Urbano,5.0,5928.0,12.0,6121.0,San Marcos,1.0,0.0,San Salvador,12.0,3.0,89.79
