living place,home idenitfier,geographic area,geographic region,correlative,self represented municipalities,strata,municipality idenitfier,self-reporesented municipality,northzone,department code,municipality code,canton code,monthly per capita
Vivienda en muestra,258099.0,Urbano,5.0,3209.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,397.5
Vivienda en muestra,258696.0,Urbano,5.0,3209.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,330.56
Vivienda en muestra,258131.0,Urbano,5.0,3209.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,383.33
Vivienda en muestra,257641.0,Urbano,5.0,3209.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,188.5
Vivienda en muestra,257875.0,Urbano,5.0,3209.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,20.0
Vivienda en muestra,265817.0,Urbano,5.0,3210.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,616.67
Vivienda en muestra,265540.0,Urbano,5.0,3210.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,267.08
Vivienda en muestra,264530.0,Urbano,5.0,3210.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,230.0
Vivienda en muestra,266208.0,Urbano,5.0,3210.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,467.36
Vivienda en muestra,265179.0,Urbano,5.0,3210.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,340.84
Vivienda en muestra,265103.0,Urbano,5.0,3210.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,1097.29
Vivienda en muestra,264815.0,Urbano,5.0,3210.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,535.83
Vivienda en muestra,265601.0,Urbano,5.0,3210.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,239.17
Vivienda en muestra,266043.0,Urbano,5.0,3210.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,225.0
Vivienda en muestra,264097.0,Urbano,5.0,3211.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,150.0
Vivienda en muestra,264157.0,Urbano,5.0,3211.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,296.25
Vivienda en muestra,264474.0,Urbano,5.0,3211.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,15.0
Vivienda en muestra,264367.0,Urbano,5.0,3211.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,322.67
Vivienda en muestra,263796.0,Urbano,5.0,3211.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,665.0
Vivienda en muestra,263091.0,Urbano,5.0,3211.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,156.25
Vivienda en muestra,264199.0,Urbano,5.0,3211.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,1153.44
Vivienda en muestra,263697.0,Urbano,5.0,3211.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,278.0
Vivienda en muestra,262805.0,Urbano,5.0,3214.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,1014.58
Vivienda en muestra,263544.0,Urbano,5.0,3214.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,350.0
Vivienda en muestra,264124.0,Urbano,5.0,3214.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,640.0
Vivienda en muestra,263915.0,Urbano,5.0,3214.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,287.92
Vivienda en muestra,258369.0,Urbano,5.0,3218.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,578.75
Vivienda en muestra,258140.0,Urbano,5.0,3218.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,385.67
Vivienda en muestra,252419.0,Urbano,5.0,3219.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,866.67
Vivienda en muestra,252846.0,Urbano,5.0,3219.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,970.84
Vivienda en muestra,252324.0,Urbano,5.0,3219.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,1486.67
Vivienda en muestra,251891.0,Urbano,5.0,3219.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,763.89
Vivienda en muestra,253519.0,Urbano,5.0,3219.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,1226.04
Vivienda en muestra,252123.0,Urbano,5.0,3219.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,283.33
Vivienda en muestra,256105.0,Urbano,5.0,3222.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,74.83
Vivienda en muestra,255443.0,Urbano,5.0,3222.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,156.25
Vivienda en muestra,256821.0,Urbano,5.0,3222.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,75.0
Vivienda en muestra,255981.0,Urbano,5.0,3222.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,166.33
Vivienda en muestra,256406.0,Urbano,5.0,3222.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,243.75
Vivienda en muestra,255566.0,Urbano,5.0,3222.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,480.56
Vivienda en muestra,256573.0,Urbano,5.0,3222.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,307.5
Vivienda en muestra,256013.0,Urbano,5.0,3222.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,587.5
Vivienda en muestra,265602.0,Urbano,5.0,3223.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,704.0
Vivienda en muestra,265267.0,Urbano,5.0,3223.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,389.44
Vivienda en muestra,265884.0,Urbano,5.0,3223.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,1400.0
Vivienda en muestra,265117.0,Urbano,5.0,3223.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,912.5
Vivienda en muestra,264929.0,Urbano,5.0,3223.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,641.67
Vivienda en muestra,273779.0,Urbano,5.0,3225.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,226.96
Vivienda en muestra,273388.0,Urbano,5.0,3225.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,194.83
Vivienda en muestra,273107.0,Urbano,5.0,3225.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,462.92
Vivienda extra,274574.0,Urbano,5.0,3225.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,262.29
Vivienda en muestra,272827.0,Urbano,5.0,3225.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,550.0
Vivienda en muestra,272995.0,Urbano,5.0,3225.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,340.83
Vivienda en muestra,274591.0,Urbano,5.0,3225.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,151.25
Vivienda en muestra,274592.0,Urbano,5.0,3225.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,482.5
Vivienda en muestra,268214.0,Urbano,5.0,3226.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,1225.0
Vivienda en muestra,267721.0,Urbano,5.0,3226.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,324.0
Vivienda en muestra,260319.0,Urbano,5.0,3228.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,306.25
Vivienda en muestra,259516.0,Urbano,5.0,3228.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,494.44
Vivienda en muestra,260696.0,Urbano,5.0,3228.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,253.54
Vivienda en muestra,259677.0,Urbano,5.0,3228.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,950.0
Vivienda en muestra,260630.0,Urbano,5.0,3228.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,373.92
Vivienda en muestra,260101.0,Urbano,5.0,3228.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,380.0
Vivienda en muestra,272680.0,Urbano,5.0,3230.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,77.8
Vivienda en muestra,274385.0,Urbano,5.0,3230.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,112.92
Vivienda en muestra,272616.0,Urbano,5.0,3230.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,140.6
Vivienda en muestra,273855.0,Urbano,5.0,3230.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,447.5
Vivienda en muestra,274162.0,Urbano,5.0,3230.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,138.67
Vivienda en muestra,274035.0,Urbano,5.0,3230.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,184.92
Vivienda en muestra,273176.0,Urbano,5.0,3230.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,76.0
Vivienda en muestra,272712.0,Urbano,5.0,3230.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,50.0
Vivienda en muestra,273728.0,Urbano,5.0,3230.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,54.5
Vivienda en muestra,272662.0,Urbano,5.0,3230.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,137.0
Vivienda en muestra,256980.0,Urbano,5.0,3234.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,562.5
Vivienda en muestra,255623.0,Urbano,5.0,3234.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,1800.0
Vivienda en muestra,256738.0,Urbano,5.0,3234.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,275.0
Vivienda en muestra,255771.0,Urbano,5.0,3234.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,414.5
Vivienda en muestra,256941.0,Urbano,5.0,3234.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,189.58
Vivienda en muestra,266722.0,Urbano,5.0,3241.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,1350.0
Vivienda en muestra,267297.0,Urbano,5.0,3241.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,60.0
Vivienda en muestra,267376.0,Urbano,5.0,3241.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,207.25
Vivienda en muestra,266655.0,Urbano,5.0,3241.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,114.29
Vivienda en muestra,267856.0,Urbano,5.0,3241.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,1333.33
Vivienda en muestra,270314.0,Urbano,5.0,3246.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,511.67
Vivienda en muestra,269300.0,Urbano,5.0,3246.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,438.87
Vivienda en muestra,269439.0,Urbano,5.0,3246.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,432.69
Vivienda en muestra,270178.0,Urbano,5.0,3246.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,656.17
Vivienda en muestra,270034.0,Urbano,5.0,3246.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,725.0
Vivienda en muestra,268932.0,Urbano,5.0,3246.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,120.0
Vivienda en muestra,268785.0,Urbano,5.0,3246.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,283.61
Vivienda en muestra,269946.0,Urbano,5.0,3246.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,1025.0
Vivienda en muestra,269358.0,Urbano,5.0,3250.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,1338.5
Vivienda en muestra,269270.0,Urbano,5.0,3250.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,450.0
Vivienda en muestra,270458.0,Urbano,5.0,3250.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,676.25
Vivienda en muestra,268972.0,Urbano,5.0,3250.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,150.83
Vivienda en muestra,269902.0,Urbano,5.0,3250.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,1000.0
Vivienda en muestra,269760.0,Urbano,5.0,3250.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,550.0
Vivienda en muestra,269844.0,Urbano,5.0,3250.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,365.0
Vivienda en muestra,252633.0,Urbano,5.0,3254.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,1916.11
Vivienda en muestra,253284.0,Urbano,5.0,3254.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,800.0
Vivienda en muestra,253344.0,Urbano,5.0,3254.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,1500.0
Vivienda en muestra,252349.0,Urbano,5.0,3254.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,783.33
Vivienda en muestra,271774.0,Urbano,5.0,3256.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,500.0
Vivienda en muestra,270968.0,Urbano,5.0,3256.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,298.06
Vivienda en muestra,272215.0,Urbano,5.0,3256.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,600.0
Vivienda en muestra,270977.0,Urbano,5.0,3256.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,77.5
Vivienda en muestra,271063.0,Urbano,5.0,3256.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,495.28
Vivienda en muestra,271883.0,Urbano,5.0,3256.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,368.33
Vivienda en muestra,271274.0,Urbano,5.0,3256.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,209.72
Vivienda en muestra,271789.0,Urbano,5.0,3256.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,735.83
Vivienda en muestra,254366.0,Urbano,5.0,3257.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,163.75
Vivienda en muestra,254191.0,Urbano,5.0,3257.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,950.0
Vivienda en muestra,255187.0,Urbano,5.0,3257.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,37.5
Vivienda en muestra,254886.0,Urbano,5.0,3257.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,300.36
Vivienda en muestra,254211.0,Urbano,5.0,3257.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,115.0
Vivienda en muestra,254515.0,Urbano,5.0,3257.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,163.75
Vivienda en muestra,272017.0,Urbano,5.0,3261.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,94.79
Vivienda en muestra,271446.0,Urbano,5.0,3261.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,354.17
Vivienda en muestra,271037.0,Urbano,5.0,3261.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,192.09
Vivienda en muestra,272307.0,Urbano,5.0,3261.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,234.17
Vivienda en muestra,259263.0,Urbano,5.0,3264.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,580.56
Vivienda en muestra,259746.0,Urbano,5.0,3264.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,191.67
Vivienda en muestra,260018.0,Urbano,5.0,3264.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,600.0
Vivienda en muestra,260789.0,Urbano,5.0,3264.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,525.0
Vivienda en muestra,259712.0,Urbano,5.0,3264.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,0.0,1300.0
Vivienda en muestra,254834.0,Urbano,5.0,3271.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,1.0,437.5
Vivienda en muestra,255195.0,Urbano,5.0,3271.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,1.0,169.72
Vivienda en muestra,254974.0,Urbano,5.0,3271.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,1.0,491.67
Vivienda en muestra,254867.0,Urbano,5.0,3271.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,1.0,155.0
Vivienda en muestra,253640.0,Urbano,5.0,3271.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,1.0,202.61
Vivienda en muestra,254623.0,Urbano,5.0,3271.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,1.0,106.25
Vivienda en muestra,254505.0,Urbano,5.0,3271.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,1.0,112.5
Vivienda en muestra,254590.0,Urbano,5.0,3271.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,1.0,344.17
Vivienda en muestra,254650.0,Urbano,5.0,3271.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,1.0,118.75
Vivienda en muestra,254512.0,Urbano,5.0,3271.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,1.0,131.25
Vivienda en muestra,253986.0,Urbano,5.0,3271.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,1.0,143.13
Vivienda en muestra,255339.0,Urbano,5.0,3271.0,1.0,5011.0,Antiguo Cuscatlán,1.0,0.0,La Libertad,1.0,1.0,170.83
Vivienda en muestra,259312.0,Urbano,5.0,3820.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,300.5
Vivienda en muestra,260210.0,Urbano,5.0,3820.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,630.52
Vivienda en muestra,259634.0,Urbano,5.0,3820.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,862.87
Vivienda en muestra,260907.0,Urbano,5.0,3820.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,162.5
Vivienda extra,266541.0,Urbano,5.0,3820.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,481.67
Vivienda extra,266540.0,Urbano,5.0,3820.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,189.59
Vivienda en muestra,260641.0,Urbano,5.0,3820.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,325.0
Vivienda en muestra,260077.0,Urbano,5.0,3820.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,372.5
Vivienda en muestra,253940.0,Urbano,5.0,3829.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,826.67
Vivienda en muestra,254829.0,Urbano,5.0,3829.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,275.0
Vivienda en muestra,254757.0,Urbano,5.0,3829.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,221.43
Vivienda en muestra,255015.0,Urbano,5.0,3829.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,117.09
Vivienda en muestra,254445.0,Urbano,5.0,3829.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,718.83
Vivienda en muestra,262427.0,Urbano,5.0,3834.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,316.67
Vivienda en muestra,262381.0,Urbano,5.0,3834.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,75.83
Vivienda en muestra,261537.0,Urbano,5.0,3834.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,507.5
Vivienda en muestra,261600.0,Urbano,5.0,3834.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,290.42
Vivienda en muestra,261646.0,Urbano,5.0,3834.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,276.04
Vivienda en muestra,261923.0,Urbano,5.0,3834.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,251.25
Vivienda en muestra,261881.0,Urbano,5.0,3834.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,456.25
Vivienda en muestra,262677.0,Urbano,5.0,3840.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,866.67
Vivienda en muestra,261090.0,Urbano,5.0,3840.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,435.22
Vivienda en muestra,261872.0,Urbano,5.0,3840.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,362.0
Vivienda en muestra,262110.0,Urbano,5.0,3840.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,133.33
Vivienda en muestra,261607.0,Urbano,5.0,3840.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,250.0
Vivienda en muestra,262581.0,Urbano,5.0,3840.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,722.22
Vivienda en muestra,261367.0,Urbano,5.0,3840.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,189.25
Vivienda en muestra,262444.0,Urbano,5.0,3840.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,272.33
Vivienda en muestra,253332.0,Urbano,5.0,3847.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,318.33
Vivienda en muestra,251861.0,Urbano,5.0,3847.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,457.06
Vivienda en muestra,253435.0,Urbano,5.0,3847.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,193.08
Vivienda en muestra,253502.0,Urbano,5.0,3847.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,538.44
Vivienda en muestra,252093.0,Urbano,5.0,3847.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,142.33
Vivienda en muestra,251924.0,Urbano,5.0,3847.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,412.5
Vivienda en muestra,252757.0,Urbano,5.0,3847.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,650.0
Vivienda en muestra,252272.0,Urbano,5.0,3847.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,0.0
Vivienda en muestra,254807.0,Urbano,5.0,3869.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,260.42
Vivienda en muestra,254489.0,Urbano,5.0,3869.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,381.67
Vivienda en muestra,254740.0,Urbano,5.0,3869.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,444.44
Vivienda en muestra,255146.0,Urbano,5.0,3869.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,662.5
Vivienda en muestra,254294.0,Urbano,5.0,3869.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,180.33
Vivienda en muestra,254054.0,Urbano,5.0,3869.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,520.83
Vivienda en muestra,254569.0,Urbano,5.0,3869.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,347.38
Vivienda en muestra,271491.0,Urbano,5.0,3878.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,130.18
Vivienda en muestra,272000.0,Urbano,5.0,3878.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,98.96
Vivienda en muestra,271538.0,Urbano,5.0,3878.0,11.0,5111.0,Santa Tecla,1.0,0.0,La Libertad,11.0,0.0,102.78
